38663,Khandalf,1519,5,3
426293,PlatinumWolf,1479,3,1
572412,Noise,1500,4,2
572413,rush,1481,3,1
572414,Selektah,1481,3,1
134885,Dead Spike,1580,4,4
551504,Jesus_Joestar,1460,2,0
13556,Akito555,1522,5,3
148841,Sonicboom,1478,3,1
